Player,Team,Venue,Category,Market,n,n_venue,mu_all,mu_blend,s2_blend,narrative_mult,mu_adj,s2_adj,p_base,p_final,Odds,Implied,Fair_Odds,EV_pct,Line,Model
S. Hansen,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,4,0,0.25,0.25,0.26,1.0,0.25,0.26,0.029271,0.029271,3.25,0.307692,34.1635,-90.4869,2,NegBin
H. Hackney,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,20,0,1.55,1.55,1.9447,1.0,1.55,1.9447,0.748627,0.748627,1.12,0.892857,1.3358,-16.1538,1,NegBin
H. Hackney,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,20,0,1.55,1.55,1.9447,1.0,1.55,1.9447,0.438084,0.438084,1.61,0.621118,2.2827,-29.4684,2,NegBin
A. Morris,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,26,0,0.9615,0.9615,0.9715,1.0,0.9615,0.9715,0.615793,0.615793,1.3,0.769231,1.6239,-19.947,1,NegBin
A. Morris,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,26,0,0.9615,0.9615,0.9715,1.0,0.9615,0.9715,0.250165,0.250165,2.37,0.421941,3.9974,-40.7109,2,NegBin
A. Malanda,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,24,0,0.9583,0.9583,1.2591,1.0,0.9583,1.2591,0.565474,0.565474,1.53,0.653595,1.7684,-13.4825,1,NegBin
A. Malanda,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,24,0,0.9583,0.9583,1.2591,1.0,0.9583,1.2591,0.248514,0.248514,3.5,0.285714,4.0239,-13.02,2,NegBin
C. Brittain,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,25,0,0.8,0.8,1.6667,1.0,0.8,1.6667,0.418421,0.418421,1.25,0.8,2.3899,-47.6974,1,NegBin
C. Brittain,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,25,0,0.8,0.8,1.6667,1.0,0.8,1.6667,0.195094,0.195094,2.1,0.47619,5.1257,-59.0302,2,NegBin
M. Whittaker,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,24,0,0.7083,0.7083,0.7183,1.0,0.7083,0.7183,0.50509,0.50509,1.36,0.735294,1.9798,-31.3077,1,NegBin
M. Whittaker,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,24,0,0.7083,0.7083,0.7183,1.0,0.7083,0.7183,0.159409,0.159409,2.62,0.381679,6.2732,-58.2347,2,NegBin
A. Browne,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,23,0,0.7826,0.7826,0.7926,1.0,0.7826,0.7926,0.540516,0.540516,1.44,0.694444,1.8501,-22.1657,1,NegBin
A. Browne,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,23,0,0.7826,0.7826,0.7926,1.0,0.7826,0.7926,0.185456,0.185456,3.0,0.333333,5.3921,-44.3631,2,NegBin
L. Castledine,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,7,0,0.8571,0.8571,0.8671,1.0,0.8571,0.8671,0.573516,0.573516,1.18,0.847458,1.7436,-32.3251,1,NegBin
L. Castledine,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,7,0,0.8571,0.8571,0.8671,1.0,0.8571,0.8671,0.212175,0.212175,1.8,0.555556,4.7131,-61.8086,2,NegBin
M. Targett,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,29,0,0.6207,0.6207,0.8867,1.0,0.6207,0.8867,0.403433,0.403433,1.44,0.694444,2.4787,-41.9056,1,NegBin
M. Targett,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,29,0,0.6207,0.6207,0.8867,1.0,0.6207,0.8867,0.144235,0.144235,3.0,0.333333,6.9331,-56.7295,2,NegBin
A. Gilbert,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,14,0,0.7143,0.7143,0.8352,1.0,0.7143,0.8352,0.483098,0.483098,1.33,0.75188,2.07,-35.7479,1,NegBin
A. Gilbert,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,14,0,0.7143,0.7143,0.8352,1.0,0.7143,0.8352,0.167322,0.167322,2.5,0.4,5.9765,-58.1696,2,NegBin
R. McGree,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,18,0,0.6111,0.6111,0.6211,1.0,0.6111,0.6211,0.454561,0.454561,1.8,0.555556,2.1999,-18.179,1,NegBin
R. McGree,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,18,0,0.6111,0.6111,0.6211,1.0,0.6111,0.6211,0.126604,0.126604,5.0,0.2,7.8986,-36.6978,2,NegBin
L. Ayling,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,29,0,0.5172,0.5172,0.5272,1.0,0.5172,0.5272,0.400887,0.400887,1.5,0.666667,2.4945,-39.867,1,NegBin
L. Ayling,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,29,0,0.5172,0.5172,0.5272,1.0,0.5172,0.5272,0.096878,0.096878,3.4,0.294118,10.3222,-67.0614,2,NegBin
D. Strelec,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,20,0,0.45,0.45,0.4711,1.0,0.45,0.4711,0.355829,0.355829,1.66,0.60241,2.8103,-40.9324,1,NegBin
D. Strelec,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,20,0,0.45,0.45,0.4711,1.0,0.45,0.4711,0.078907,0.078907,4.0,0.25,12.6731,-68.4371,2,NegBin
S. Hansen,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,4,0,0.75,0.75,0.9167,1.0,0.75,0.9167,0.491995,0.491995,1.66,0.60241,2.0325,-18.3289,1,NegBin
S. Hansen,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,4,0,0.75,0.75,0.9167,1.0,0.75,0.9167,0.180264,0.180264,4.0,0.25,5.5474,-27.8943,2,NegBin
J. Sarmiento,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,11,0,0.6364,0.6364,0.8545,1.0,0.6364,0.8545,0.421413,0.421413,1.28,0.78125,2.373,-46.0592,1,NegBin
J. Sarmiento,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,11,0,0.6364,0.6364,0.8545,1.0,0.6364,0.8545,0.147227,0.147227,2.25,0.444444,6.7922,-66.8739,2,NegBin
S. Silvera,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,5,0,0.6,0.6,0.61,1.0,0.6,0.61,0.448468,0.448468,1.2,0.833333,2.2298,-46.1839,1,NegBin
S. Silvera,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,5,0,0.6,0.6,0.61,1.0,0.6,0.61,0.122973,0.122973,1.9,0.526316,8.1319,-76.6351,2,NegBin
D. Fry,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,15,0,0.4,0.4,0.41,1.0,0.4,0.41,0.326375,0.326375,1.8,0.555556,3.064,-41.2525,1,NegBin
D. Fry,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,15,0,0.4,0.4,0.41,1.0,0.4,0.41,0.063497,0.063497,5.0,0.2,15.7488,-68.2515,2,NegBin
K. Sene,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,5,0,0.2,0.2,0.21,1.0,0.2,0.21,0.177298,0.177298,1.18,0.847458,5.6402,-79.0789,1,NegBin
K. Sene,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,5,0,0.2,0.2,0.21,1.0,0.2,0.21,0.020592,0.020592,1.8,0.555556,48.5619,-96.2934,2,NegBin
A. Bangura,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,5,0,0.2,0.2,0.21,1.0,0.2,0.21,0.177298,0.177298,1.25,0.8,5.6402,-77.8378,1,NegBin
A. Bangura,middlesbrough,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,5,0,0.2,0.2,0.21,1.0,0.2,0.21,0.020592,0.020592,2.1,0.47619,48.5619,-95.6756,2,NegBin
S. Brynn,middlesbrough,Neutral,yellow-cards,TO_BE_BOOKED,30,0,0.0333,0.0333,0.0433,1.0,0.0333,0.0433,0.033333,0.033333,6.5,0.153846,30.0,-78.3333,1,Bernoulli-YC
A. Morris,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,26,0,2.3077,2.3077,2.8615,1.0,2.3077,2.8615,0.873609,0.873609,1.04,0.961538,1.1447,-9.1446,1,NegBin
A. Morris,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,26,0,2.3077,2.3077,2.8615,1.0,2.3077,2.8615,0.638391,0.638391,1.22,0.819672,1.5664,-22.1163,2,NegBin
L. Ayling,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,29,0,1.2759,1.2759,1.4212,1.0,1.2759,1.4212,0.701292,0.701292,1.18,0.847458,1.4259,-17.2476,1,NegBin
L. Ayling,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,29,0,1.2759,1.2759,1.4212,1.0,1.2759,1.4212,0.35915,0.35915,1.83,0.546448,2.7843,-34.2755,2,NegBin
A. Bangura,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,5,0,2.6,2.6,5.3,1.0,2.6,5.3,0.831888,0.831888,1.06,0.943396,1.2021,-11.8198,1,NegBin
A. Bangura,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,5,0,2.6,2.6,5.3,1.0,2.6,5.3,0.617466,0.617466,1.33,0.75188,1.6195,-17.877,2,NegBin
H. Hackney,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,20,0,1.2,1.2,1.21,1.0,1.2,1.21,0.697304,0.697304,1.25,0.8,1.4341,-12.8369,1,NegBin
H. Hackney,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,20,0,1.2,1.2,1.21,1.0,1.2,1.21,0.337072,0.337072,2.1,0.47619,2.9667,-29.215,2,NegBin
A. Browne,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,23,0,1.1304,1.1304,1.1404,1.0,1.1304,1.1404,0.675498,0.675498,1.22,0.819672,1.4804,-17.5892,1,NegBin
A. Browne,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,23,0,1.1304,1.1304,1.1404,1.0,1.1304,1.1404,0.311887,0.311887,2.0,0.5,3.2063,-37.6227,2,NegBin
M. Whittaker,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,24,0,1.0417,1.0417,1.0517,1.0,1.0417,1.0517,0.645376,0.645376,1.22,0.819672,1.5495,-21.2641,1,NegBin
M. Whittaker,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,24,0,1.0417,1.0417,1.0517,1.0,1.0417,1.0517,0.279489,0.279489,2.0,0.5,3.578,-44.1021,2,NegBin
R. McGree,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,18,0,0.9444,0.9444,0.9544,1.0,0.9444,0.9544,0.609169,0.609169,1.4,0.714286,1.6416,-14.7164,1,NegBin
R. McGree,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,18,0,0.9444,0.9444,0.9544,1.0,0.9444,0.9544,0.243918,0.243918,2.75,0.363636,4.0997,-32.9226,2,NegBin
S. Silvera,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,5,0,1.4,1.4,1.41,1.0,1.4,1.41,0.752173,0.752173,1.11,0.900901,1.3295,-16.5088,1,NegBin
S. Silvera,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,5,0,1.4,1.4,1.41,1.0,1.4,1.41,0.407675,0.407675,1.53,0.653595,2.4529,-37.6256,2,NegBin
C. Brittain,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,25,0,0.6,0.6,1.1667,1.0,0.6,1.1667,0.344565,0.344565,1.9,0.526316,2.9022,-34.5327,1,NegBin
C. Brittain,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,25,0,0.6,0.6,1.1667,1.0,0.6,1.1667,0.142316,0.142316,6.0,0.166667,7.0266,-14.6104,2,NegBin
L. Castledine,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,7,0,0.8571,0.8571,2.1429,1.0,0.8571,2.1429,0.407613,0.407613,1.1,0.909091,2.4533,-55.1626,1,NegBin
L. Castledine,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,7,0,0.8571,0.8571,2.1429,1.0,0.8571,2.1429,0.204509,0.204509,1.5,0.666667,4.8898,-69.3237,2,NegBin
M. Targett,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,29,0,0.5172,0.5172,0.5272,1.0,0.5172,0.5272,0.400887,0.400887,1.72,0.581395,2.4945,-31.0475,1,NegBin
M. Targett,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,29,0,0.5172,0.5172,0.5272,1.0,0.5172,0.5272,0.096878,0.096878,4.5,0.222222,10.3222,-56.4048,2,NegBin
S. Hansen,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,4,0,1.0,1.0,1.3333,1.0,1.0,1.3333,0.578125,0.578125,1.14,0.877193,1.7297,-34.0938,1,NegBin
S. Hansen,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,4,0,1.0,1.0,1.3333,1.0,1.0,1.3333,0.261719,0.261719,1.72,0.581395,3.8209,-54.9844,2,NegBin
D. Fry,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,15,0,0.4667,0.4667,0.4767,1.0,0.4667,0.4767,0.369812,0.369812,1.83,0.546448,2.7041,-32.3244,1,NegBin
D. Fry,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,15,0,0.4667,0.4667,0.4767,1.0,0.4667,0.4767,0.081894,0.081894,5.0,0.2,12.2109,-59.0531,2,NegBin
J. Sarmiento,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,11,0,0.6364,0.6364,0.6545,1.0,0.6364,0.6545,0.466044,0.466044,1.12,0.892857,2.1457,-47.803,1,NegBin
J. Sarmiento,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,11,0,0.6364,0.6364,0.6545,1.0,0.6364,0.6545,0.135693,0.135693,1.61,0.621118,7.3696,-78.1535,2,NegBin
A. Malanda,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,24,0,0.3333,0.3333,0.4928,1.0,0.3333,0.4928,0.238467,0.238467,1.72,0.581395,4.1934,-58.9836,1,NegBin
A. Malanda,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,24,0,0.3333,0.3333,0.4928,1.0,0.3333,0.4928,0.066749,0.066749,4.5,0.222222,14.9815,-69.963,2,NegBin
A. Gilbert,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,14,0,0.4286,0.4286,0.5714,1.0,0.4286,0.5714,0.309181,0.309181,1.72,0.581395,3.2344,-46.8209,1,NegBin
A. Gilbert,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,14,0,0.4286,0.4286,0.5714,1.0,0.4286,0.5714,0.087132,0.087132,4.5,0.222222,11.4769,-60.7908,2,NegBin
D. Strelec,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,20,0,0.2,0.2,0.21,1.0,0.2,0.21,0.177298,0.177298,1.44,0.694444,5.6402,-74.4692,1,NegBin
D. Strelec,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,20,0,0.2,0.2,0.21,1.0,0.2,0.21,0.020592,0.020592,3.25,0.307692,48.5619,-93.3075,2,NegBin
K. Sene,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,5,0,0.2,0.2,0.21,1.0,0.2,0.21,0.177298,0.177298,1.25,0.8,5.6402,-77.8378,1,NegBin
K. Sene,middlesbrough,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,5,0,0.2,0.2,0.21,1.0,0.2,0.21,0.020592,0.020592,2.2,0.454545,48.5619,-95.4697,2,NegBin
D. Strelec,middlesbrough,Neutral,xg,TO_SCORE,20,0,0.387,0.387,0.397,1.0,0.387,0.397,0.320909,0.320909,2.75,0.363636,3.1161,-11.7501,1,Poisson-xG
M. Whittaker,middlesbrough,Neutral,xg,TO_SCORE,24,0,0.3058,0.3058,0.3158,1.0,0.3058,0.3158,0.263491,0.263491,2.37,0.421941,3.7952,-37.5527,1,Poisson-xG
R. McGree,middlesbrough,Neutral,xg,TO_SCORE,18,0,0.2772,0.2772,0.2872,1.0,0.2772,0.2872,0.242114,0.242114,4.33,0.230947,4.1303,4.8353,1,Poisson-xG
H. Hackney,middlesbrough,Neutral,xg,TO_SCORE,20,0,0.215,0.215,0.225,1.0,0.215,0.225,0.193459,0.193459,3.0,0.333333,5.1691,-41.9624,1,Poisson-xG
L. Castledine,middlesbrough,Neutral,xg,TO_SCORE,7,0,0.1643,0.1643,0.1743,1.0,0.1643,0.1743,0.1515,0.1515,3.2,0.3125,6.6006,-51.5199,1,Poisson-xG
A. Browne,middlesbrough,Neutral,xg,TO_SCORE,23,0,0.1935,0.1935,0.2035,1.0,0.1935,0.2035,0.175912,0.175912,5.0,0.2,5.6847,-12.0439,1,Poisson-xG
A. Morris,middlesbrough,Neutral,xg,TO_SCORE,26,0,0.1235,0.1235,0.1335,1.0,0.1235,0.1335,0.116144,0.116144,7.0,0.142857,8.61,-18.6989,1,Poisson-xG
M. Targett,middlesbrough,Neutral,xg,TO_SCORE,29,0,0.0817,0.0817,0.0917,1.0,0.0817,0.0917,0.078474,0.078474,8.0,0.125,12.7431,-37.2209,1,Poisson-xG
K. Sene,middlesbrough,Neutral,xg,TO_SCORE,5,0,0.13,0.13,0.14,1.0,0.13,0.14,0.121905,0.121905,3.2,0.3125,8.2031,-60.9905,1,Poisson-xG
A. Gilbert,middlesbrough,Neutral,xg,TO_SCORE,14,0,0.0636,0.0636,0.0736,1.0,0.0636,0.0736,0.061593,0.061593,4.33,0.230947,16.2356,-73.3303,1,Poisson-xG
J. Sarmiento,middlesbrough,Neutral,xg,TO_SCORE,11,0,0.0955,0.0955,0.1055,1.0,0.0955,0.1055,0.09104,0.09104,3.2,0.3125,10.9841,-70.8671,1,Poisson-xG
C. Brittain,middlesbrough,Neutral,xg,TO_SCORE,25,0,0.0596,0.0596,0.0696,1.0,0.0596,0.0696,0.057859,0.057859,8.5,0.117647,17.2835,-50.8201,1,Poisson-xG
D. Fry,middlesbrough,Neutral,xg,TO_SCORE,15,0,0.0767,0.0767,0.0867,1.0,0.0767,0.0867,0.073801,0.073801,9.5,0.105263,13.5499,-29.8886,1,Poisson-xG
A. Bangura,middlesbrough,Neutral,xg,TO_SCORE,5,0,0.032,0.032,0.042,1.0,0.032,0.042,0.031493,0.031493,8.5,0.117647,31.7527,-73.2306,1,Poisson-xG
S. Hansen,middlesbrough,Neutral,xg,TO_SCORE,4,0,0.1025,0.1025,0.1125,1.0,0.1025,0.1125,0.097422,0.097422,3.2,0.3125,10.2646,-68.825,1,Poisson-xG
L. Ayling,middlesbrough,Neutral,xg,TO_SCORE,29,0,0.0531,0.0531,0.0631,1.0,0.0531,0.0631,0.051718,0.051718,8.5,0.117647,19.3356,-56.0396,1,Poisson-xG
A. Malanda,middlesbrough,Neutral,xg,TO_SCORE,24,0,0.0329,0.0329,0.0429,1.0,0.0329,0.0429,0.032381,0.032381,11.0,0.090909,30.8825,-64.3811,1,Poisson-xG
S. Silvera,middlesbrough,Neutral,xg,TO_SCORE,5,0,0.028,0.028,0.038,1.0,0.028,0.038,0.027612,0.027612,4.75,0.210526,36.2166,-86.8845,1,Poisson-xG
